term,annotation,p_value,adj_p_value,enrichment,size
wiki_pathway,Ethanol metabolism production of ROS by CYP2E1,0.37591636930888606,1,1.2381151385828557,5
wiki_pathway,RalA downstream regulated genes,0.38671773166725404,1,1.2953708621408646,11
wiki_pathway,Fragile X syndrome,0.38736070552356083,1,1.1538391939804153,62
wiki_pathway,Interactions between LOXL4 and oxidative stress pathway,0.388281536149251,1,0.774501190650602,5
wiki_pathway,IL-10 anti-inflammatory signaling pathway,0.39686304258315797,1,1.6738133554992067,4
wiki_pathway,G1 to S cell cycle control,0.4011962635423569,1,0.7493852810318222,25
wiki_pathway,SREBF and miR33 in cholesterol and lipid homeostasis,0.40352798912553567,1,0.6405343298639777,9
wiki_pathway,Synaptic vesicle pathway,0.40570284749865465,1,1.2318517791814008,19
wiki_pathway,Angiotensin II receptor type 1 pathway,0.4101562053362319,1,1.4223513695573342,10
wiki_pathway,Glycolysis and gluconeogenesis,0.41067761401202174,1,1.0135733913404685,28
wiki_pathway,Thermogenesis,0.41153486883465673,1,1.1555415985775153,45
wiki_pathway,Neurogenesis regulation in the olfactory epithelium,0.415061317271758,1,1.2650125481207688,14
wiki_pathway,Host-pathogen interaction of human coronaviruses - interferon induction,0.41829171183948755,1,0.73894183584732,15
wiki_pathway,Cholesterol biosynthesis pathway,0.42215893473611144,1,1.1222223810157803,13
wiki_pathway,Wnt signaling pathway and pluripotency,0.4300874355270969,1,1.3985434771785057,28
wiki_pathway,Interleukin-11 signaling pathway,0.43264828586012277,1,0.8685492073465542,19
wiki_pathway,Nephrotic syndrome,0.4334923970022661,1,1.1821704850543375,18
wiki_pathway,Histone modifications,0.43816966973418553,1,1.749609401475384,11
wiki_pathway,Triacylglyceride synthesis,0.4493107075978144,1,0.6761045541464217,7
wiki_pathway,MicroRNAs in cardiomyocyte hypertrophy,0.449358376540015,1,0.808292639445011,31
wiki_pathway,2q37 copy number variation syndrome,0.4503527762242208,1,1.1034657843176008,32
wiki_pathway,Intraflagellar transport proteins binding to dynein,0.45037317694347967,1,1.2829629022177356,14
wiki_pathway,EPO receptor signaling,0.45298044829961015,1,1.4335932067767292,9
wiki_pathway,IL-3 signaling pathway,0.45747675410720023,1,1.0163199921416732,21
wiki_pathway,miRNA targets in ECM and membrane receptors,0.4608466619011066,1,-0.033803888852326304,6
wiki_pathway,Hepatitis C and hepatocellular carcinoma,0.466718066329329,1,1.152838265772405,23
wiki_pathway,Nucleotide excision repair in xeroderma pigmentosum,0.467799676574539,1,0.7762795020883423,39
wiki_pathway,TCA cycle in senescence,0.46814600050712074,1,1.012721721674239,7
wiki_pathway,Striated muscle contraction pathway,0.47210801758726545,1,0.6427718080734265,11
wiki_pathway,Base excision repair,0.4722026822076568,1,0.7697300911616802,18
wiki_pathway,Serotonin HTR1 group and FOS pathway,0.47240940207949017,1,0.9366766514310922,15
wiki_pathway,Interactome of polycomb repressive complex 2 (PRC2),0.47293866421124026,1,1.3313831624902848,9
wiki_pathway,Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome,0.4733996759550513,1,1.319293965449543,17
wiki_pathway,Pentose phosphate pathway in senescent cells,0.47785252425254715,1,0.3658412697670314,5
wiki_pathway,Omega-9 fatty acid synthesis,0.4820037284183722,1,1.2361811079714966,6
wiki_pathway,Thyroid hormones production and peripheral downstream signaling effects,0.4836822675728653,1,1.106286023092527,20
wiki_pathway,NRF2-ARE regulation,0.4845961333199068,1,1.0228461567348992,12
wiki_pathway,Cell cycle,0.48607898040690695,1,0.8434466924965933,51
wiki_pathway,Interleukin-1 induced activation of NF-kB,0.4862312910114767,1,1.8645212700144445,5
wiki_pathway,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,0.4902446088463908,1,1.4926203728420813,20
wiki_pathway,Statin inhibition of cholesterol production,0.4907322414827273,1,1.0494706208802,5
wiki_pathway,B cell receptor signaling pathway,0.4973722380787085,1,1.4989035755888311,40
wiki_pathway,Osteoclast signaling,0.4974181488727715,1,0.8438968223828741,3
wiki_pathway,p38 MAPK signaling pathway,0.4994236114699602,1,1.0734687854209959,15
wiki_pathway,TCA cycle (aka Krebs or citric acid cycle),0.5029132796488603,1,1.1403305910462567,17
wiki_pathway,Vitamin A and carotenoid metabolism,0.5031229904890434,1,0.7271462976835078,9
wiki_pathway,Caloric restriction and aging,0.5066603441611144,1,0.5663105297857298,5
wiki_pathway,Disorders of fructose metabolism,0.5104897956334306,1,0.7682545178980441,6
wiki_pathway,Notch signaling,0.5105971081304209,1,1.5380415503979563,17
wiki_pathway,Overview of nanoparticle effects,0.5106353539513324,1,1.6089265306432943,4
wiki_pathway,Estrogen metabolism,0.5107100957065759,1,1.5328267324739542,3
wiki_pathway,Monoamine transport,0.5189389065821923,1,1.6100878046740004,6
wiki_pathway,PI3K-AKT-mTOR signaling pathway and therapeutic opportunities,0.5198737542233542,1,0.8969048758162976,12
wiki_pathway,Amino acid metabolism in triple-negative breast cancer cells,0.5212395740663163,1,1.0289124659177407,6
wiki_pathway,Regulation of Wnt / B-catenin signaling by small molecule compounds,0.5222731523986226,1,0.7861333471664901,5
wiki_pathway,IL-18 signaling pathway,0.5241832140227326,1,1.2055453700241239,83
wiki_pathway,Aryl hydrocarbon receptor pathway,0.5308856003261282,1,1.2142005043563813,23
wiki_pathway,Estrogen signaling pathway,0.5311005040506022,1,1.0163199921416732,13
wiki_pathway,Glutathione metabolism,0.5332702509297845,1,0.8255411584227823,9
wiki_pathway,GPR143 in melanocytes and retinal pigment epithelium cells,0.5394719399888332,1,1.088711463149092,7
wiki_pathway,Roles of ceramides in the development of insulin resistance,0.5437103828340257,1,1.4318482015551117,3
wiki_pathway,Focal adhesion: PI3K-Akt-mTOR-signaling pathway,0.5446030429591804,1,0.808292639445011,79
wiki_pathway,lncRNA in canonical Wnt signaling and colorectal cancer,0.5466906928149033,1,0.9074506069254209,24
wiki_pathway,Nucleotide excision repair,0.5482320626176664,1,0.8112785859087445,34
wiki_pathway,Fatty acid biosynthesis,0.5530796299903933,1,1.2009854752228124,16
wiki_pathway,Ovarian infertility,0.5581599629450505,1,1.1555415985775153,7
wiki_pathway,Netrin-UNC5B signaling pathway,0.5597257378900695,1,1.1510712070616416,20
wiki_pathway,Androgen receptor signaling pathway,0.5645194299991372,1,0.7222473171588661,45
wiki_pathway,DYRK1A,0.5650885157502541,1,1.1555415985775153,23
wiki_pathway,RANKL/RANK signaling pathway,0.5690205206725902,1,0.981917119011263,28
wiki_pathway,Serotonin and anxiety,0.5727415055619385,1,0.7299364970940118,3
wiki_pathway,exRNA mechanism of action and biogenesis,0.5727852511527736,1,0.7311379101710989,5
wiki_pathway,Exercise-induced circadian regulation,0.5773033506309762,1,0.8332466692573232,17
wiki_pathway,T cell receptor and co-stimulatory signaling,0.5815530070315261,1,0.6099255142275422,8
wiki_pathway,IL-9 signaling pathway,0.5846340515204249,1,1.12094292311087,8
wiki_pathway,PI3K/AKT/mTOR - vitamin D3 signaling,0.5866819086546962,1,1.136202065997893,7
wiki_pathway,RAC1/PAK1/p38/MMP2 pathway,0.5934047546170529,1,1.293215736274567,36
wiki_pathway,2q11.2 copy number variation syndrome,0.5940719586113081,1,1.1612276377974886,15
wiki_pathway,Osteopontin signaling,0.5943536494590653,1,0.808292639445011,7
wiki_pathway,Type I collagen synthesis in the context of osteogenesis imperfecta,0.5946449481827664,1,1.0293219030086584,14
wiki_pathway,GPR40 pathway,0.5950677468511401,1,1.2801070598954387,8
wiki_pathway,Novel intracellular components of RIG-I-like receptor pathway,0.5962740807948599,1,0.7699511109002819,27
wiki_pathway,Galanin receptor pathway,0.6013756104445993,1,0.9366766514310922,5
wiki_pathway,Measles virus infection,0.6039344171797671,1,1.088069774122081,47
wiki_pathway,Neural crest differentiation,0.6068615869470569,1,1.5551229434477956,18
wiki_pathway,Valproic acid pathway,0.6100477043006967,1,1.1902879757575369,8
wiki_pathway,Leukocyte-intrinsic Hippo pathway functions,0.6105380036526747,1,1.432388720210375,10
wiki_pathway,Apoptosis,0.6122363904841512,1,1.087624045839377,30
wiki_pathway,Copper homeostasis,0.6168740110015662,1,0.8608403099494709,22
wiki_pathway,EGFR tyrosine kinase inhibitor resistance,0.6176495592757512,1,1.1805434843008196,34
wiki_pathway,HIF1A and PPARG regulation of glycolysis,0.6195916602504401,1,0.8768205816739344,5
wiki_pathway,SARS coronavirus and innate immunity,0.620054764584264,1,1.1117226169549106,6
wiki_pathway,Interferon type I signaling pathways,0.6209664175379248,1,1.076000755863636,25
wiki_pathway,"Degradation pathway of sphingolipids, including diseases",0.6238548978368879,1,1.0800479855226464,8
wiki_pathway,CAMKK2 pathway,0.6243793156444359,1,0.8920615564648082,16
wiki_pathway,IL-2 signaling pathway,0.6245552158398885,1,1.0380121237442015,14
wiki_pathway,Glucuronidation,0.6260296589178518,1,1.0402642619909084,8
wiki_pathway,Nicotine effect on dopaminergic neurons,0.6271990724135117,1,1.0163199921416732,5
wiki_pathway,Synthesis of ceramides and 1-deoxyceramides,0.6271990724135117,1,1.1722554110492898,5
wiki_pathway,Oxidative stress response,0.6298623280424434,1,1.2538058128645737,18
wiki_pathway,Type II interferon signaling,0.6326201631944155,1,1.0079428974406321,6
wiki_pathway,GDNF/RET signaling axis,0.6334612370598682,1,1.4023592045850772,3
wiki_pathway,Aerobic glycolysis,0.6371099740557709,1,0.7678735577792858,11
wiki_pathway,Glycosaminoglycan degradation,0.6537330325103718,1,1.017754077110006,6
wiki_pathway,Thyroid stimulating hormone (TSH) signaling pathway,0.6562435105571531,1,1.0126940572900922,28
wiki_pathway,Alanine and aspartate metabolism,0.6564907617437246,1,0.9789691184878038,6
wiki_pathway,Familial hyperlipidemia type 2,0.6592166027812691,1,1.740667085961828,3
wiki_pathway,Wnt/beta-catenin signaling pathway in leukemia,0.6649751735413945,1,1.3006416696016918,4
wiki_pathway,Nanoparticle triggered autophagic cell death,0.6672631250410175,1,1.04449960488714,8
wiki_pathway,NAD+ metabolism,0.6716140639761081,1,0.7003095137579192,7
wiki_pathway,15q11.2 copy number variation syndrome,0.6753260996381181,1,1.173057331432356,6
wiki_pathway,G protein signaling pathways,0.6800192369245317,1,1.066731476159313,31
wiki_pathway,Interleukin-1 (IL-1) structural pathway,0.6828029549611762,1,0.808292639445011,19
wiki_pathway,Airway smooth muscle cell contraction,0.6831186103737023,1,1.196180233561733,6
wiki_pathway,Myometrial relaxation and contraction pathways,0.6845958896783314,1,1.088711463149092,41
wiki_pathway,Embryonic stem cell pluripotency pathways,0.6889336207104235,1,0.8473501746384785,23
wiki_pathway,Endochondral ossification,0.6935829120654592,1,1.1263878879726077,9
wiki_pathway,Endochondral ossification with skeletal dysplasias,0.6935829120654592,1,1.1263878879726077,9
wiki_pathway,Vitamin D-sensitive calcium signaling in depression,0.6938143062980311,1,0.8621101352116726,10
wiki_pathway,3q29 copy number variation syndrome,0.6939017876224842,1,0.9635123613774019,22
wiki_pathway,Lipid metabolism pathway,0.6966833313979961,1,1.0163199921416732,15
wiki_pathway,Neuroinflammation,0.6981271858143739,1,1.5454229283031171,8
wiki_pathway,"4-hydroxytamoxifen, dexamethasone, and retinoic acids regulation of p27 expression",0.6983459524800786,1,0.7906778185972768,10
wiki_pathway,SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction,0.7033588923712006,1,0.8014994213757858,10
wiki_pathway,NAD metabolism in oncogene-induced senescence and mitochondrial dysfunction-associated senescence,0.7034726015881272,1,0.7710350527840826,16
wiki_pathway,T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection,0.7038951476580381,1,1.4334437545538818,23
wiki_pathway,Estrogen receptor pathway,0.7044722088356143,1,1.2381151385828557,3
wiki_pathway,PI3K-Akt signaling pathway,0.7053886259728642,1,0.8704788774642793,79
wiki_pathway,NAD+ biosynthetic pathways,0.7086993019678136,1,1.0630997161045053,10
wiki_pathway,Angiogenesis,0.7115690540739664,1,0.7067158122941746,6
wiki_pathway,Wnt signaling in kidney disease,0.7137551216449407,1,0.9675510392123632,9
wiki_pathway,Serotonin receptor 2 and ELK-SRF/GATA4 signaling,0.7188997506142121,1,1.12094292311087,6
wiki_pathway,Photodynamic therapy-induced HIF-1 survival signaling,0.7192568461064893,1,1.02702279088313,12
wiki_pathway,Methylation pathways,0.7204178323466076,1,1.036382341278536,4
wiki_pathway,Adipogenesis,0.7240537729848103,1,1.0745554748001955,22
wiki_pathway,Inclusion body myositis,0.7273379318333257,1,1.6779682009929533,7
wiki_pathway,Vitamin D in inflammatory diseases,0.7273435219326688,1,0.519816196304615,10
wiki_pathway,Eicosanoid metabolism via lipooxygenases (LOX),0.72790691156973375,1,1.0752028123257313,7
wiki_pathway,SARS-CoV-2 innate immunity evasion and cell-specific immune response,0.7319441318201005,1,1.084772728162146,17
wiki_pathway,1q21.1 copy number variation syndrome,0.732619800804835,1,0.6405343298639777,9
wiki_pathway,TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc),0.7339773541151862,1,1.03259399616615,16
wiki_pathway,Trans-sulfuration pathway,0.7400804159081,1,0.9355609731326248,7
wiki_pathway,Thyroxine (thyroid hormone) production,0.7411692096928955,1,0.808292639445011,5
wiki_pathway,"Phase I biotransformations, non P450",0.7417467363755932,1,1.0792476914063351,3
wiki_pathway,Vitamin B12 metabolism,0.7442298188212176,1,1.5023156588655924,12
wiki_pathway,TGF-beta receptor signaling in skeletal dysplasias,0.7479117080438302,1,1.4573418112318886,10
wiki_pathway,TGF-beta receptor signaling,0.7479117080438302,1,1.4573418112318886,10
wiki_pathway,Glycolysis in senescence,0.7511692680956612,1,0.7678735577792858,7
wiki_pathway,Follicle stimulating hormone (FSH) signaling pathway,0.751826346243117,1,1.106286023092527,14
wiki_pathway,Kallmann syndrome,0.7545259460387669,1,0.7730629977495425,5
wiki_pathway,Network map of SARS-CoV-2 signaling pathway,0.7558820466494732,1,1.087796762335002,24
wiki_pathway,ATR signaling,0.7584180476048568,1,1.0671115091980343,3
wiki_pathway,NO/cGMP/PKG mediated neuroprotection,0.7620474288705533,1,0.841344490153649,10
wiki_pathway,Leukotriene metabolic pathway,0.7678274163894825,1,1.0752028123257313,3
wiki_pathway,Inflammatory response pathway,0.7707218477992375,1,1.9350488299967357,4
wiki_pathway,Cholesterol synthesis disorders,0.7723178886533849,1,0.947234664467965,16
wiki_pathway,"Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases",0.7743163583201091,1,0.8154173722675218,3
wiki_pathway,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling,0.7773121946214514,1,0.962238314730259,16
wiki_pathway,Splicing factor NOVA regulated synaptic proteins,0.7781857350086289,1,1.069601292194873,23
wiki_pathway,Cori cycle,0.7801170632122607,1,1.02702279088313,12
wiki_pathway,Rett syndrome causing genes,0.7814778734173813,1,0.8930033158543179,15
wiki_pathway,Sudden infant death syndrome (SIDS) susceptibility pathways,0.7820454114138812,1,0.9366766514310922,39
wiki_pathway,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,0.7831516119530965,1,0.9074506069254209,18
wiki_pathway,Translation factors,0.7876440954323174,1,0.9283282961286045,38
wiki_pathway,16p11.2 distal deletion syndrome,0.7887202513628204,1,1.0284408191093513,12
wiki_pathway,Quercetin and Nf-kB / AP-1 induced apoptosis,0.7897159070532949,1,1.39661866806078,3
wiki_pathway,PPAR-alpha pathway,0.7902282933996374,1,1.6995306434402921,10
wiki_pathway,"Trans-sulfuration, one-carbon metabolism and related pathways",0.7963362880004798,1,0.8489888116285226,29
wiki_pathway,IL-7 signaling pathway,0.799137735684242,1,1.12094292311087,12
wiki_pathway,Calcium regulation in cardiac cells,0.7992375837549164,1,1.0659806731738206,40
wiki_pathway,Extracellular vesicle-mediated signaling in recipient cells,0.803342789881631,1,1.1555415985775153,11
wiki_pathway,Wnt signaling,0.8037348515466932,1,0.9675510392123632,29
wiki_pathway,Interactions of natural killer cells in pancreatic cancer,0.805496534436099,1,1.2805400511179454,3
wiki_pathway,7q11.23 copy number variation syndrome,0.8072695934150477,1,0.9013000002625313,54
wiki_pathway,Arsenic metabolism and reactive oxygen species generation,0.8084920142973337,1,1.092583788008706,11
wiki_pathway,Thymic stromal lymphopoietin (TSLP) signaling pathway,0.8137751550708131,1,1.0130102380208974,20
wiki_pathway,Hippo signaling regulation pathways,0.8166056712981021,1,0.912481190690706,32
wiki_pathway,Fluoroacetic acid toxicity,0.8197197614589533,1,1.1880903316916518,6
wiki_pathway,Zinc homeostasis,0.822631155550903,1,0.8392962724792536,10
wiki_pathway,Nitric oxide metabolism in cystic fibrosis,0.8235390567080157,1,1.131014935489308,6
wiki_pathway,Neural crest cell migration during development,0.8315013796994987,1,0.9506273198908106,12
wiki_pathway,Neural crest cell migration in cancer,0.8315013796994987,1,0.9506273198908106,12
wiki_pathway,Modulators of TCR signaling and T cell activation,0.8322327140716588,1,0.9045880305266852,24
wiki_pathway,AMP-activated protein kinase signaling,0.8349012513219913,1,0.9939265885814477,23
wiki_pathway,Th17 cell differentiation pathway,0.8372263391734804,1,1.1848710514669483,12
wiki_pathway,Canonical and non-canonical Notch signaling,0.8374102744407723,1,1.0290761031177427,8
wiki_pathway,Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4),0.8396113758892901,1,0.8131087204721178,10
wiki_pathway,Leptin and adiponectin,0.8475328117361421,1,0.6405343298639777,5
wiki_pathway,Vitamin D receptor pathway,0.8506553136474537,1,0.9042661894153511,20
wiki_pathway,S1P receptor signal transduction,0.8510288928200597,1,1.0954431249124192,10
wiki_pathway,Pathogenic Escherichia coli infection,0.8531815359491866,1,1.0468971194834182,30
wiki_pathway,mBDNF and proBDNF regulation of GABA neurotransmission,0.8547083908076438,1,1.179007322622755,11
wiki_pathway,Nucleotide-binding oligomerization domain (NOD) pathway,0.8566040935345958,1,0.9929679957663153,15
wiki_pathway,Cardiac hypertrophic response,0.8571908131095478,1,1.1555415985775153,23
wiki_pathway,MTHFR deficiency,0.8593539524448679,1,0.7669893393439604,4
wiki_pathway,MAP3K1 role in promoting and blocking gonadal determination,0.8604241845401848,1,1.572204336497635,5
wiki_pathway,Mammary gland development pathway - Embryonic development (Stage 1 of 4),0.8613632347805531,1,0.7689350308830027,5
wiki_pathway,PDGF pathway,0.8621619531392476,1,1.0043254293154844,6
wiki_pathway,SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome,0.8621619531392476,1,0.9304863310834797,6
wiki_pathway,Type I interferon induction and signaling during SARS-CoV-2 infection,0.8674249876790638,1,1.1117226169549106,8
wiki_pathway,SARS-CoV-2 B.1.1.7 variant antagonises innate immune activation,0.8698233513991488,1,1.1048821568473566,5
wiki_pathway,Cytosolic DNA-sensing pathway,0.870065820794189,1,1.084772728162146,27
wiki_pathway,Disorders of galactose metabolism,0.8707726154699196,1,0.9345790313390157,8
wiki_pathway,T-cell receptor signaling pathway,0.8741494583297383,1,1.0405188849441982,34
wiki_pathway,Type 2 papillary renal cell carcinoma,0.8743315428106659,1,0.9294996957016927,12
wiki_pathway,White fat cell differentiation,0.8743326259456228,1,1.0751881249041686,4
wiki_pathway,Tumor suppressor activity of SMARCB1,0.87693599112091,1,0.8010306396752123,14
wiki_pathway,Constitutive androstane receptor pathway,0.8776233109374699,1,1.0413748558514677,6
wiki_pathway,Complement system,0.8808964031745906,1,1.0403024592317438,20
wiki_pathway,Brain-derived neurotrophic factor (BDNF) signaling pathway,0.8861642022488877,1,1.0767895923525492,61
wiki_pathway,Metapathway biotransformation Phase I and II,0.888988255948297,1,0.8154173722675218,29
wiki_pathway,Head and neck squamous cell carcinoma,0.8901079657603604,1,0.8569627849804363,34
wiki_pathway,Clock-controlled autophagy in bone metabolism,0.8978893285940722,1,1.1833621344251832,16
wiki_pathway,Endothelin pathways,0.9004372350548139,1,0.92577126132178,8
wiki_pathway,Pregnane X receptor pathway,0.9042768345517668,1,1.2142005043563813,5
wiki_pathway,Hijack of ubiquitination by SARS-CoV-2,0.9056079186870667,1,0.9147016930085585,7
wiki_pathway,Mitochondrial immune response to SARS-CoV-2,0.9078047878157817,1,1.1185630770624644,13
wiki_pathway,Oxidation by cytochrome P450,0.9090414842109806,1,1.4012293471852955,10
wiki_pathway,Primary focal segmental glomerulosclerosis (FSGS),0.909242450690977,1,0.9021853398304496,35
wiki_pathway,Proteoglycan biosynthesis,0.9092488995050834,1,0.6607741738253519,5
wiki_pathway,miRNA biogenesis,0.9095746918613599,1,0.7784735207864062,3
wiki_pathway,Microglia pathogen phagocytosis pathway,0.9154114266400131,1,0.8340781347652221,10
wiki_pathway,PPAR signaling pathway,0.9209559680589077,1,1.2447503063621188,22
wiki_pathway,Transcription co-factors SKI and SKIL protein partners,0.9253537576884329,1,0.9265997786732479,4
wiki_pathway,Lamin A-processing pathway,0.9261023982303858,1,1.0610411754783102,3
wiki_pathway,Mitochondrial complex II assembly,0.9272113446394655,1,1.2810550321156544,4
wiki_pathway,RAS and bradykinin pathways in COVID-19,0.9288038782421485,1,1.0436356933380042,4
wiki_pathway,Iron metabolism in placenta,0.9291668032379167,1,1.0524662706580614,3
wiki_pathway,Leptin signaling pathway,0.932075382089836,1,0.9366766514310922,45
wiki_pathway,Cardiac progenitor differentiation,0.9352987201588284,1,1.572204336497635,3
wiki_pathway,Glucose metabolism in triple-negative breast cancer cells,0.9366887415585082,1,0.9885246280207356,7
wiki_pathway,Synaptic signaling pathways associated with autism spectrum disorder,0.9378533617480171,1,1.106286023092527,18
wiki_pathway,15q13.3 copy number variation syndrome,0.9386729347354582,1,1.1263878879726077,3
wiki_pathway,Amyotrophic lateral sclerosis (ALS),0.9394167438672575,1,0.7730629977495425,17
wiki_pathway,Eicosanoid synthesis,0.9408207394978843,1,0.8947197321786398,3
wiki_pathway,TCA cycle nutrient use and invasiveness of ovarian cancer,0.9447438515994122,1,1.0144178197958975,4
wiki_pathway,Pathways of nucleic acid metabolism and innate immune sensing,0.9448106500801334,1,1.1048821568473566,3
wiki_pathway,Oxidative damage response,0.9503912557202938,1,1.0515259157577395,13
wiki_pathway,"Cerebral organic acidurias, including diseases",0.95586655384625,1,0.7481030001182607,3
wiki_pathway,Eicosanoid metabolism via cyclooxygenases (COX),0.9582613630059353,1,0.9652097966130778,8
wiki_pathway,Microtubule cytoskeleton regulation,0.9602103989683786,1,1.0163199921416732,23
wiki_pathway,Inflammatory bowel disease signaling,0.9696458770891422,1,0.7892067158473951,6
wiki_pathway,Arrhythmogenic right ventricular cardiomyopathy,0.9753127388274013,1,1.0723902362940436,24
wiki_pathway,nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell,0.9768320414540507,1,0.9579617056083298,14
wiki_pathway,Cancer immunotherapy by CTLA4 blockade,0.9776941385058054,1,0.5840375933261527,3
wiki_pathway,Prion disease pathway,0.9793569817417083,1,1.0591291082320777,17
wiki_pathway,IL6 signaling pathway,0.9819078654059512,1,0.808292639445011,23
reactome_pathway,Selenocysteine synthesis,7.331245924432986e-6,0.011260793739929066,0.5702750743678948,63
reactome_pathway,Peptide chain elongation,8.956928388780468e-6,0.013748885076778019,0.5702750743678948,65
reactome_pathway,Response of EIF2AK4 (GCN2) to amino acid deficiency,1.194894554533769e-5,0.018329682466548015,0.5773052705872471,68
reactome_pathway,Viral mRNA Translation,1.2457796803400717e-5,0.0190978024996133,0.5702750743678948,65
reactome_pathway,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),1.655291504452283e-5,0.025359065848208975,0.5966275013448318,71
reactome_pathway,L13a-mediated translational silencing of Ceruloplasmin expression,2.5264084942789026e-5,0.03867931404741,0.6301529902081681,85
reactome_pathway,Formation of a pool of free 40S subunits,4.082886455611252e-5,0.06246816277085216,0.5966275013448318,77
reactome_pathway,Eukaryotic Translation Termination,4.578277884423428e-5,0.07000186885283421,0.6133902457764999,68
reactome_pathway,GTP hydrolysis and joining of the 60S ribosomal subunit,5.889025498487223e-5,0.08998430961688478,0.6341314500747817,85
reactome_pathway,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),9.888860488086483e-5,0.15100289965308059,0.6321422201414748,84
reactome_pathway,Major pathway of rRNA processing in the nucleolus and cytosol,1.068662698032203e-4,0.16307792771971416,0.6963396991191025,147
reactome_pathway,Unwinding of DNA,1.070108839249598e-4,0.1631915979855637,-1.8264934128164647,6
reactome_pathway,Hedgehog 'on' state,1.1700128548559183e-4,0.17830995908004196,1.6745253011505343,45
reactome_pathway,Hh mutants are degraded by ERAD,1.3620281704127907e-4,0.20743689035386803,1.7114032158263097,43
reactome_pathway,Hedgehog ligand biogenesis,1.5542085230893087e-4,0.23655053721419278,1.6929642584884217,44
reactome_pathway,Regulation of RUNX3 expression and activity,1.592347586560932e-4,0.24219606791591777,1.6745253011505343,41
reactome_pathway,Ubiquitin-dependent degradation of Cyclin D,2.500612545394534e-4,0.38009310689996917,1.6745253011505343,39
reactome_pathway,Defective CFTR causes cystic fibrosis,3.260473962796757e-4,0.49526599494882734,1.7114032158263097,45
reactome_pathway,Degradation of GLI1 by the proteasome,3.7254944871489864e-4,0.5655300631492162,1.613240467000999,43
reactome_pathway,Sialic acid metabolism,4.3938797067938687e-4,0.6665515515206298,2.4898726116133214,8
reactome_pathway,Vpu mediated degradation of CD4,4.5926307964151583e-4,0.696242828736538,1.6438828840757664,38
reactome_pathway,Degradation of AXIN,4.750689978975564e-4,0.7197295318147979,1.6745253011505343,39
reactome_pathway,Regulation of RAS by GAPs,5.497551959812078e-4,0.8323293667155486,1.6438828840757664,40
reactome_pathway,Autodegradation of the E3 ubiquitin ligase COP1,5.578690333037667e-4,0.844055847388599,1.6745253011505343,37
reactome_pathway,G2/M Checkpoints,5.578690333037667e-4,0.844055847388599,1.6745253011505343,37
reactome_pathway,Regulation of PTEN stability and activity,6.615324277065587e-4,0.9995754982646102,1.6438828840757664,48
reactome_pathway,SCF(Skp2)-mediated degradation of p27/p21,7.084085900968866e-4,1,1.6438828840757664,42
reactome_pathway,COPII-mediated vesicle transport,7.270220013236796e-4,1,1.5398080545988073,38
reactome_pathway,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,7.532346158323349e-4,1,1.613240467000999,41
reactome_pathway,UCH proteinases,7.936194923820769e-4,1,1.4966767207657996,52
reactome_pathway,Regulation of activated PAK-2p34 by proteasome mediated degradation,8.710637686990091e-4,1,1.6438828840757664,38
reactome_pathway,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,8.817475276650525e-4,1,1.594973988205204,41
reactome_pathway,SCF-beta-TrCP mediated degradation of Emi1,8.836556664518538e-4,1,1.613240467000999,39
reactome_pathway,Degradation of DVL,9.079231660469883e-4,1,1.6438828840757664,42
reactome_pathway,Degradation of GLI2 by the proteasome,0.0010026729630391391,1,1.5835891623514196,42
reactome_pathway,GLI3 is processed to GLI3R by the proteasome,0.0010026729630391391,1,1.5835891623514196,42
reactome_pathway,Neddylation,0.001010509967529387,1,1.4254643127582876,96
reactome_pathway,ABC-family proteins mediated transport,0.0010632261171993687,1,1.6107519693917585,51
reactome_pathway,Degradation of beta-catenin by the destruction complex,0.0011546748597824864,1,1.6041072276031016,40
reactome_pathway,FOXO-mediated transcription of cell cycle genes,0.001182168234235288,1,3.5470053703493654,5
reactome_pathway,Regulation of RUNX2 expression and activity,0.0013494057941721002,1,1.5835891623514196,44
reactome_pathway,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,0.0014923347182104704,1,2.2294255152930087,15
reactome_pathway,KEAP1-NFE2L2 pathway,0.001522724668775875,1,1.6041072276031016,48
reactome_pathway,Oxidative Stress Induced Senescence,0.0015922701688129725,1,1.5802486292104991,32
reactome_pathway,NIK-->noncanonical NF-kB signaling,0.001714136200789474,1,1.613240467000999,43
